"id","version","baseMean","log2FoldChange","lcfSE","stat","pvalue","padj","status"
"ENSMUSG00000019577","6",14137.3689011672,-0.849905102766523,0.14239965586601,-5.96844913421867,2.39519290592241e-09,8.66549977700327e-07,"down"
"ENSMUSG00000004665","10",425.208730274269,-1.0240112525624,0.171689278773658,-5.96432846521756,2.4564216550598e-09,8.66549977700327e-07,"down"
"ENSMUSG00000026107","11",21058.1493646346,1.37130132995854,0.231364380152052,5.92702009296905,3.08481243304709e-09,1.06102123634655e-06,"up"
"ENSMUSG00000013236","16",6569.28935035464,-0.926706359573723,0.156582919642976,-5.91831064133114,3.25265198817914e-09,1.09146307447241e-06,"down"
"ENSMUSG00000028300","14",28263.7595153372,0.712457604919669,0.121737157525286,5.85242517077567,4.8445623417267e-09,1.58694020708276e-06,"up"
"ENSMUSG00000005268","20",3830.62907877275,1.16324619756519,0.199037929802168,5.84434433538065,5.0856734774675e-09,1.62717896983716e-06,"up"
"ENSMUSG00000031557","16",2828.96768602392,-0.660431306755563,0.114227638902728,-5.78171196655796,7.39442344868215e-09,2.3121017683402e-06,"down"
"ENSMUSG00000057969","15",251.033491852495,-1.4864955365235,0.260997748366276,-5.69543433163033,1.23058244180129e-08,3.7623007187338e-06,"down"
"ENSMUSG00000028082","13",2325.44759791011,-0.634563383301139,0.111661819186676,-5.68290386027363,1.32426719655629e-08,3.87644001919605e-06,"down"
"ENSMUSG00000038517","15",576.686582271372,-0.778417827903439,0.136903387143443,-5.6858916652503,1.30131873105026e-08,3.87644001919605e-06,"down"
"ENSMUSG00000026701","15",73828.3212537855,0.802183965755526,0.142324436678543,5.63630522260456,1.73737336000425e-08,4.97974639311218e-06,"up"
"ENSMUSG00000030516","14",3877.96770986938,-0.686030875388583,0.122006767007275,-5.622892010143,1.87786800819276e-08,5.27259348096244e-06,"down"
"ENSMUSG00000022180","6",1427.49704723457,-1.07551697592689,0.193084686125166,-5.57018268776472,2.54472368696401e-08,7.00206169705016e-06,"down"
"ENSMUSG00000055172","10",882.891312248887,-1.21580566047928,0.220931061486566,-5.50309971037369,3.73171223368042e-08,9.93581501805277e-06,"down"
"ENSMUSG00000021236","16",7168.5957184901,-0.68701656544214,0.124867005768567,-5.50198638314017,3.75535965212054e-08,9.93581501805277e-06,"down"
"ENSMUSG00000026208","9",464.690467234105,-1.24158662209197,0.225809450318366,-5.49838202228239,3.83291846741106e-08,9.94967778766819e-06,"down"
"ENSMUSG00000024140","9",13337.1771121722,-0.723064982330013,0.132407833634061,-5.46089277714765,4.73746121383053e-08,1.20699984036816e-05,"down"
"ENSMUSG00000048355","2",2526.65015227452,0.601683059408409,0.11097414795836,5.42183085410284,5.89916892078759e-08,1.47565029113083e-05,"up"
"ENSMUSG00000033722","9",194.096129299171,-1.12131566235338,0.207002903573603,-5.41690789353915,6.0638557925924e-08,1.48728012311682e-05,"down"
"ENSMUSG00000002015","5",39532.8225061477,0.507399735196244,0.0937192579119173,5.41403919003634,6.16186706044912e-08,1.48728012311682e-05,"up"
